School_code,School_name,Postcode,School_subtype,ICSEA_value,LBOTE_pct,Indigenous_pct,FOEI_Value,LGA,SA4,AECG_region,Local_health_district,Latitude,Longitude,Cluster
2791,Oaklands Central School,2646,Kindergarten to Year 12,966.0,31.878934624697337,15.594132029339853,126.0,Federation,Murray,Riverina 1,Murrumbidgee,-35.552669,146.171768,1
2976,The Rock Central School,2655,Kindergarten to Year 12,958.0,31.878934624697337,13.0,122.0,Lockhart,Riverina,Riverina 1,Murrumbidgee,-35.266335,147.115239,1
7305,Manilla Central School,2346,Kindergarten to Year 12,850.0,4.0,36.0,155.0,Tamworth,New England and North West,North Western 2,Hunter New England,-30.750947,150.728435,1
8111,Farrer Memorial Agricultural High School,2340,Year 7 to Year 12,1018.0,3.0,12.0,68.0,Tamworth,New England and North West,North Western 2,Hunter New England,-31.138453,150.979996,1
8114,Glen Innes High School,2370,Year 7 to Year 12,945.0,3.0,19.0,117.0,Glen Innes Severn,New England and North West,North Western 2,Hunter New England,-29.744294,151.742487,1
8139,Tamworth High School,2340,Year 7 to Year 12,861.0,5.0,40.0,149.0,Tamworth,New England and North West,North Western 2,Hunter New England,-31.105768,150.916936,3
1234,Bingara Central School,2404,Kindergarten to Year 12,931.0,7.0,21.0,124.0,Gwydir,New England and North West,North Western 2,Hunter New England,-29.866705,150.56725,1
1275,Boggabilla Central School,2409,Kindergarten to Year 12,689.0,29.0,95.0,210.0,Moree Plains,New England and North West,North Western 1,Hunter New England,-28.616586,150.361593,3
1415,Bundarra Central School,2359,Kindergarten to Year 12,881.0,31.878934624697337,19.0,156.0,Uralla,New England and North West,North Western 2,Hunter New England,-30.168353,151.077625,1
8519,Warialda High School,2402,Year 7 to Year 12,917.0,3.0,18.0,124.0,Gwydir,New England and North West,North Western 1,Hunter New England,-29.547875,150.574806,1
8525,Peel High School,2340,Year 7 to Year 12,841.0,5.0,45.0,152.0,Tamworth,New England and North West,North Western 2,Hunter New England,-31.099764,150.89299,3
1051,Ardlethan Central School,2665,Kindergarten to Year 12,883.0,31.878934624697337,29.0,141.0,Coolamon,Riverina,Riverina 1,Murrumbidgee,-34.354098,146.900557,1
1055,Ariah Park Central School,2665,Kindergarten to Year 12,947.0,31.878934624697337,4.0,114.0,Temora,Riverina,Riverina 1,Murrumbidgee,-34.346925,147.218018,1
1131,Barellan Central School,2665,Kindergarten to Year 12,926.0,31.878934624697337,20.0,127.0,Narrandera,Riverina,Riverina 1,Murrumbidgee,-34.287799,146.571928,1
1152,Batlow Technology School,2730,Kindergarten to Year 12,908.0,7.0,15.594132029339853,150.0,Snowy Valleys,Riverina,Riverina 1,Murrumbidgee,-35.523007,148.146548,1
4348,Coleambally Central School,2707,Kindergarten to Year 12,922.0,11.0,21.0,118.0,Murrumbidgee,Riverina,Riverina 1,Murrumbidgee,-34.804177,145.884407,1
1624,Coolamon Central School,2701,Kindergarten to Year 12,977.0,31.878934624697337,9.0,108.0,Coolamon,Riverina,Riverina 1,Murrumbidgee,-34.811904,147.201398,1
8101,Albury High School,2640,Year 7 to Year 12,1016.0,10.0,6.0,82.0,Albury,Murray,Riverina 1,Murrumbidgee,-36.072846,146.915442,1
8119,Hay War Memorial High School,2711,Year 7 to Year 12,897.0,31.878934624697337,21.0,141.0,Hay,Murray,Riverina 2,Murrumbidgee,-34.504747,144.839262,1
2165,Hillston Central School,2675,Kindergarten to Year 12,916.0,15.0,20.0,123.0,Carrathool,Riverina,Riverina 2,Murrumbidgee,-33.479904,145.54026,1
8179,Junee High School,2663,Year 7 to Year 12,916.0,4.0,21.0,127.0,Junee,Riverina,Riverina 1,Murrumbidgee,-34.869115,147.592765,1
8190,Cootamundra High School,2590,Year 7 to Year 12,919.0,3.0,16.0,138.0,Cootamundra-Gundagai,Riverina,Riverina 1,Murrumbidgee,-34.635419,148.017191,1
8218,Deniliquin High School,2710,Year 7 to Year 12,949.0,3.0,12.0,120.0,Edward River,Murray,Riverina 2,Murrumbidgee,-35.53627,144.961269,1
8266,James Fallon High School,2640,Year 7 to Year 12,913.0,10.0,20.0,138.0,Albury,Murray,Riverina 1,Murrumbidgee,-36.060244,146.928971,1
8360,Finley High School,2713,Year 7 to Year 12,957.0,5.0,9.0,120.0,Berrigan,Murray,Riverina 2,Murrumbidgee,-35.640413,145.571271,1
8392,West Wyalong High School,2671,Year 7 to Year 12,928.0,6.0,20.0,110.0,Bland,Central West,Western 1,Murrumbidgee,-33.915793,147.202014,1
8407,Mount Austin High School,2650,Year 7 to Year 12,815.0,15.0,43.0,180.0,Wagga Wagga,Riverina,Riverina 1,Murrumbidgee,-35.141908,147.353865,3
8442,Gundagai High School,2722,Year 7 to Year 12,925.0,4.0,14.0,133.0,Cootamundra-Gundagai,Riverina,Riverina 1,Murrumbidgee,-35.057144,148.099421,1
8461,Barham High School,2732,Year 7 to Year 12,947.0,31.878934624697337,7.0,129.0,Murray River,Murray,Riverina 2,Murrumbidgee,-35.623,144.132055,1
8483,Kooringal High School,2650,Year 7 to Year 12,954.0,12.0,16.0,110.0,Wagga Wagga,Riverina,Riverina 1,Murrumbidgee,-35.142886,147.381528,1
8503,Billabong High School,2660,Year 7 to Year 12,960.0,2.0,9.0,118.0,Greater Hume,Murray,Riverina 1,Murrumbidgee,-35.660874,147.043931,1
8505,Murray High School,2641,Year 7 to Year 12,936.0,16.0,9.0,137.0,Albury,Murray,Riverina 1,Murrumbidgee,-36.035173,146.946383,1
1313,Boorowa Central School,2586,Kindergarten to Year 12,943.0,4.0,14.0,131.0,Hilltops,Capital Region,Upper South Coast,Murrumbidgee,-34.436712,148.726108,1
1340,Braidwood Central School,2622,Kindergarten to Year 12,1000.0,6.0,4.0,93.0,Queanbeyan-Palerang,Capital Region,Lower South Coast,Southern NSW,-35.440595,149.798888,1
8358,Tenterfield High School,2372,Year 7 to Year 12,916.0,3.0,17.0,131.0,Tenterfield,New England and North West,North Western 2,Hunter New England,-29.053727,152.016829,1
8490,Macintyre High School,2360,Year 7 to Year 12,917.0,3.0,23.0,122.0,Inverell,New England and North West,North Western 2,Hunter New England,-29.767546,151.129187,1
8142,Wagga Wagga High School,2650,Year 7 to Year 12,969.0,17.0,9.0,109.0,Wagga Wagga,Riverina,Riverina 1,Murrumbidgee,-35.124438,147.364366,1
8144,Yanco Agricultural High School,2703,Year 7 to Year 12,1010.0,3.0,6.0,80.0,Leeton,Riverina,Riverina 1,Murrumbidgee,-34.632239,146.383678,1
8155,Young High School,2594,Year 7 to Year 12,933.0,15.0,14.0,125.0,Hilltops,Capital Region,Riverina 1,Murrumbidgee,-34.317142,148.291705,1
8156,Leeton High School,2705,Year 7 to Year 12,911.0,13.0,17.0,136.0,Leeton,Riverina,Riverina 1,Murrumbidgee,-34.54684,146.405976,1
8157,Narrandera High School,2700,Year 7 to Year 12,890.0,6.0,32.0,129.0,Narrandera,Riverina,Riverina 1,Murrumbidgee,-34.74421,146.567177,1
8168,Temora High School,2666,Year 7 to Year 12,947.0,5.0,8.0,116.0,Temora,Riverina,Riverina 1,Murrumbidgee,-34.441897,147.539525,1
8308,Corowa High School,2646,Year 7 to Year 12,974.0,5.0,3.0,113.0,Federation,Murray,Riverina 1,Murrumbidgee,-35.993008,146.381577,1
8328,Murrumburrah High School,2587,Year 7 to Year 12,893.0,6.0,21.0,149.0,Hilltops,Capital Region,Riverina 1,Murrumbidgee,-34.559162,148.369808,1
8343,Tumut High School,2720,Year 7 to Year 12,930.0,4.0,18.0,121.0,Snowy Valleys,Riverina,Riverina 1,Murrumbidgee,-35.312212,148.219291,1
8450,Tumbarumba High School,2653,Year 7 to Year 12,929.0,5.0,14.0,133.0,Snowy Valleys,Riverina,Riverina 1,Murrumbidgee,-35.783098,148.018245,1
3235,Tooleybuc Central School,2736,Kindergarten to Year 12,918.0,5.0,13.0,147.0,Murray River,Murray,Riverina 3,Murrumbidgee,-35.026575,143.338058,1
3272,Tullibigeal Central School,2669,Kindergarten to Year 12,950.0,0.0,15.594132029339853,119.0,Lachlan,Central West,Western 1,Western NSW,-33.422886,146.722678,1
3311,Ungarie Central School,2669,Kindergarten to Year 12,931.0,0.0,16.0,128.0,Bland,Central West,Western 1,Murrumbidgee,-33.637104,146.977953,1
8116,Goulburn High School,2580,Year 7 to Year 12,946.0,8.0,10.0,126.0,Goulburn Mulwaree,Capital Region,Upper South Coast,Southern NSW,-34.746861,149.711241,1
8143,Wollongong High School of the Performing Arts,2519,Year 7 to Year 12,1066.0,25.0,5.0,53.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.406432,150.889188,0
8165,Bega High School,2550,Year 7 to Year 12,977.0,7.0,10.0,99.0,Bega Valley,Capital Region,Lower South Coast,Southern NSW,-36.678459,149.838766,1
8171,Kiama High School,2533,Year 7 to Year 12,1033.0,7.0,5.0,71.0,Kiama,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.68066,150.847197,0
8191,Corrimal High School,2518,Year 7 to Year 12,940.0,21.0,14.0,136.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.374243,150.91071,1
8196,Monaro High School,2630,Year 7 to Year 12,975.0,10.0,6.0,109.0,Snowy Monaro,Capital Region,Lower South Coast,Southern NSW,-36.216655,149.134021,1
8201,Nowra High School,2541,Year 7 to Year 12,953.0,8.0,18.0,112.0,Shoalhaven,Southern Highlands and Shoalhaven,Upper South Coast,Illawarra Shoalhaven,-34.872966,150.609361,1
8204,Dapto High School,2530,Year 7 to Year 12,965.0,11.0,10.0,114.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.499054,150.785868,1
8205,Illawarra Sports High School,2506,Year 7 to Year 12,930.0,27.0,15.0,133.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.480849,150.853331,1
8216,Queanbeyan High School,2620,Year 7 to Year 12,973.0,24.0,13.0,106.0,Queanbeyan-Palerang,Capital Region,Upper South Coast,Southern NSW,-35.353243,149.220484,1
8334,Yass High School,2582,Year 7 to Year 12,998.0,4.0,9.0,94.0,Yass Valley,Capital Region,Upper South Coast,Southern NSW,-34.835474,148.911066,1
8368,Moruya High School,2537,Year 7 to Year 12,934.0,9.0,20.0,122.0,Eurobodalla,Capital Region,Lower South Coast,Southern NSW,-35.920195,150.08015,1
8410,Woonona High School,2517,Year 7 to Year 12,1030.0,7.0,5.0,79.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.345037,150.910102,1
8448,Bomaderry High School,2541,Year 7 to Year 12,954.0,6.0,18.0,117.0,Shoalhaven,Southern Highlands and Shoalhaven,Upper South Coast,Illawarra Shoalhaven,-34.844038,150.602725,1
8452,Crookwell High School,2583,Year 7 to Year 12,962.0,31.878934624697337,7.0,115.0,Upper Lachlan,Capital Region,Upper South Coast,Southern NSW,-34.452754,149.466967,1
8468,Mulwaree High School,2580,Year 7 to Year 12,954.0,6.0,10.0,119.0,Goulburn Mulwaree,Capital Region,Upper South Coast,Southern NSW,-34.728245,149.730169,1
8480,Warrawong High School,2502,Year 7 to Year 12,915.0,44.0,13.0,155.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.480163,150.875178,1
8489,Kanahooka High School,2530,Year 7 to Year 12,914.0,9.0,18.0,144.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.494652,150.805362,1
8524,Karabar High School,2620,Year 7 to Year 12,999.0,17.0,11.0,95.0,Queanbeyan-Palerang,Capital Region,Upper South Coast,Southern NSW,-35.365337,149.224822,1
8536,Narooma High School,2546,Year 7 to Year 12,955.0,5.0,16.0,105.0,Eurobodalla,Capital Region,Lower South Coast,Southern NSW,-36.235506,150.128648,1
8542,Smiths Hill High School,2500,Year 7 to Year 12,1192.0,40.0,15.594132029339853,4.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.418889,150.89561,0
8561,Shoalhaven High School,2541,Year 7 to Year 12,864.0,3.0,32.0,155.0,Shoalhaven,Southern Highlands and Shoalhaven,Upper South Coast,Illawarra Shoalhaven,-34.897296,150.610096,1
8581,Batemans Bay High School,2536,Year 7 to Year 12,917.0,6.0,24.0,125.0,Eurobodalla,Capital Region,Lower South Coast,Southern NSW,-35.729246,150.194447,1
8593,Vincentia High School,2540,Year 7 to Year 12,936.0,6.0,20.0,123.0,Shoalhaven,Southern Highlands and Shoalhaven,Upper South Coast,Illawarra Shoalhaven,-35.077698,150.662803,1
8906,Oak Flats High School,2529,Year 7 to Year 12,933.0,10.0,15.0,135.0,Shellharbour,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.559745,150.83408,1
1130,Baradine Central School,2396,Kindergarten to Year 12,776.0,0.0,56.0,166.0,Warrumbungle,Far West and Orana,North Western 1,Western NSW,-30.950736,149.070198,3
1237,Binnaway Central School,2395,Kindergarten to Year 12,817.0,31.878934624697337,36.0,175.0,Warrumbungle,Far West and Orana,North Western 1,Western NSW,-31.552793,149.374951,3
1350,Brewarrina Central School,2839,Kindergarten to Year 12,635.0,6.0,98.0,197.0,Brewarrina,Far West and Orana,Western 2,Western NSW,-29.963669,146.859088,3
1621,Coolah Central School,2843,Kindergarten to Year 12,892.0,31.878934624697337,25.0,133.0,Warrumbungle,Far West and Orana,North Western 1,Western NSW,-31.821024,149.723624,1
1789,Dunedoo Central School,2844,Kindergarten to Year 12,898.0,31.878934624697337,24.0,127.0,Warrumbungle,Central West,North Western 1,Western NSW,-32.018308,149.392212,1
2213,Ivanhoe Central School,2878,Kindergarten to Year 12,787.0,31.878934624697337,58.0,155.0,Central Darling,Far West and Orana,Western 3,Far West,-32.898531,144.300978,3
2590,Molong Central School,2866,Kindergarten to Year 12,930.0,3.0,19.0,124.0,Cabonne,Central West,Western 1,Western NSW,-33.098011,148.86389,1
8104,Bowral High School,2576,Year 7 to Year 12,973.0,13.0,8.0,108.0,Wingecarribee,Southern Highlands and Shoalhaven,Upper South Coast,South Western Sydney,-34.488816,150.423432,1
8388,Moss Vale High School,2577,Year 7 to Year 12,1014.0,10.0,5.0,84.0,Wingecarribee,Southern Highlands and Shoalhaven,Upper South Coast,South Western Sydney,-34.551483,150.385294,1
8418,Warilla High School,2528,Year 7 to Year 12,970.0,17.0,9.0,116.0,Shellharbour,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.563813,150.857991,1
2848,Peak Hill Central School,2869,Kindergarten to Year 12,785.0,0.0,65.0,163.0,Parkes,Central West,Western 1,Western NSW,-32.728855,148.192111,3
2897,Portland Central School,2847,Kindergarten to Year 12,837.0,3.0,38.0,172.0,Lithgow,Central West,Western 1,Nepean Blue Mountains,-33.354772,149.979653,3
3254,Trangie Central School,2823,Kindergarten to Year 12,846.0,5.0,53.0,120.0,Narromine,Far West and Orana,Western 1,Western NSW,-32.032544,147.979305,3
8486,Bombala High School,2632,Year 7 to Year 12,936.0,31.878934624697337,11.0,121.0,Snowy Monaro,Capital Region,Lower South Coast,Southern NSW,-36.917647,149.231927,1
8487,Eden Marine High School,2551,Year 7 to Year 12,952.0,3.0,11.0,115.0,Bega Valley,Capital Region,Lower South Coast,Southern NSW,-37.055009,149.90731,1
3270,Tullamore Central School,2874,Kindergarten to Year 12,902.0,0.0,27.0,117.0,Parkes,Central West,Western 1,Western NSW,-32.636788,147.565993,1
8495,Ulladulla High School,2539,Year 7 to Year 12,990.0,6.0,8.0,96.0,Shoalhaven,Southern Highlands and Shoalhaven,Upper South Coast,Illawarra Shoalhaven,-35.35821,150.47024,1
8541,Keira High School,2519,Year 7 to Year 12,990.0,35.0,5.0,104.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.405282,150.88651,1
8586,Albion Park High School,2527,Year 7 to Year 12,972.0,5.0,9.0,113.0,Shellharbour,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.576702,150.773359,1
3442,Wilcannia Central School,2836,Kindergarten to Year 12,637.0,74.0,97.0,199.0,Central Darling,Far West and Orana,Western 3,Far West,-31.558478,143.37591,3
3555,Yeoval Central School,2868,Kindergarten to Year 12,874.0,7.0,31.0,146.0,Cabonne,Far West and Orana,Western 1,Western NSW,-32.754375,148.649673,1
8878,Bulli High School,2516,Year 7 to Year 12,1057.0,12.0,4.0,58.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.337247,150.921143,0
4587,Dubbo School of Distance Education,2830,Kindergarten to Year 12,944.0,5.0,31.0,111.0,Dubbo,Far West and Orana,Western 1,Western NSW,-32.242937,148.638967,1
8103,"Denison College of Secondary Education, Bathurst High Campus",2795,Year 7 to Year 12,963.0,8.0,15.0,107.0,Bathurst,Central West,Western 1,Western NSW,-33.413383,149.569679,1
8105,Broken Hill High School,2880,Year 7 to Year 12,898.0,7.0,23.0,141.0,Broken Hill,Far West and Orana,Western 3,Far West,-31.960105,141.456986,1
8134,Orange High School,2800,Year 7 to Year 12,988.0,6.0,12.0,92.0,Orange,Central West,Western 1,Western NSW,-33.280352,149.084361,1
8146,Parkes High School,2870,Year 7 to Year 12,894.0,3.0,29.0,130.0,Parkes,Central West,Western 1,Western NSW,-33.138824,148.180256,1
8148,Cowra High School,2794,Year 7 to Year 12,897.0,6.0,24.0,136.0,Cowra,Central West,Western 1,Western NSW,-33.814136,148.688347,1
8314,The Henry Lawson High School,2810,Year 7 to Year 12,955.0,4.0,8.0,113.0,Weddin,Central West,Western 1,Western NSW,-33.902722,148.163449,1
8346,Condobolin High School,2877,Year 7 to Year 12,827.0,3.0,52.0,145.0,Lachlan,Central West,Western 1,Western NSW,-33.091828,147.143195,3
8347,Coonabarabran High School,2357,Year 7 to Year 12,920.0,5.0,26.0,121.0,Warrumbungle,Far West and Orana,North Western 1,Western NSW,-31.283104,149.285117,1
8444,Canobolas Rural Technology High School,2800,Year 7 to Year 12,842.0,5.0,41.0,152.0,Orange,Central West,Western 1,Western NSW,-33.291759,149.121741,3
8451,Coonamble High School,2829,Year 7 to Year 12,763.0,31.878934624697337,75.0,175.0,Coonamble,Far West and Orana,North Western 1,Western NSW,-30.955763,148.391351,3
8475,Walgett Community College - High School,2832,Year 7 to Year 12,669.0,31.878934624697337,94.0,209.0,Walgett,Far West and Orana,North Western 1,Western NSW,-30.027113,148.118967,3
8491,Willyama High School,2880,Year 7 to Year 12,911.0,6.0,22.0,133.0,Broken Hill,Far West and Orana,Western 3,Far West,-31.936552,141.473022,1
8494,Coomealla High School,2717,Year 7 to Year 12,852.0,4.0,43.0,160.0,Wentworth,Murray,Riverina 3,Far West,-34.09598,142.060295,3
8517,"Denison College of Secondary Education, Kelso High Campus",2795,Year 7 to Year 12,937.0,4.0,18.0,121.0,Bathurst,Central West,Western 1,Western NSW,-33.410541,149.61444,1
8518,Canowindra High School,2804,Year 7 to Year 12,950.0,3.0,12.0,120.0,Cabonne,Central West,Western 1,Western NSW,-33.55892,148.670951,1
8546,Gulgong High School,2852,Year 7 to Year 12,874.0,3.0,21.0,148.0,Mid-Western,Central West,North Western 1,Western NSW,-32.360172,149.540002,1
8598,Oberon High School,2787,Year 7 to Year 12,935.0,9.0,15.0,132.0,Oberon,Central West,Western 1,Western NSW,-33.701691,149.861132,1
8911,The Ponds High School,2769,Year 7 to Year 12,1100.0,72.0,1.0,20.0,Blacktown,Sydney - Blacktown,Metropolitan West,Western Sydney,-33.7033,150.89764,0
2033,Goodooga Central School,2838,Kindergarten to Year 12,653.0,83.0,100.0,219.0,Brewarrina,Far West and Orana,North Western 1,Western NSW,-29.115865,147.455532,3
4659,Southern Cross School of Distance Education,2478,Kindergarten to Year 12,903.0,8.0,33.0,145.0,Ballina,Richmond - Tweed,Upper North Coast,Northern NSW,-28.84975642,153.5858174,1
2094,Gulargambone Central School,2828,Kindergarten to Year 12,716.0,31.878934624697337,79.0,191.0,Coonamble,Far West and Orana,North Western 1,Western NSW,-31.33224,148.475758,3
4658,Lindfield Learning Village,2070,Kindergarten to Year 12,1160.0,41.0,1.0,0.0,Ku-ring-gai,Sydney - North Sydney and Hornsby,Metropolitan North,Northern Sydney,-33.790062,151.160509,0
2395,Lightning Ridge Central School,2834,Kindergarten to Year 12,796.0,6.0,55.0,166.0,Walgett,Far West and Orana,North Western 1,Western NSW,-29.425211,147.978614,3
2522,Mendooran Central School,2842,Kindergarten to Year 12,879.0,31.878934624697337,35.0,132.0,Warrumbungle,Far West and Orana,North Western 1,Western NSW,-31.818731,149.122445,1
2523,Menindee Central School,2879,Kindergarten to Year 12,733.0,12.0,83.0,165.0,Central Darling,Far West and Orana,Western 3,Far West,-32.393368,142.41329,3
8449,Figtree High School,2525,Year 7 to Year 12,1014.0,24.0,6.0,91.0,Wollongong,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.438352,150.855197,1
8474,Lake Illawarra High School,2528,Year 7 to Year 12,899.0,7.0,21.0,148.0,Shellharbour,Illawarra,Upper South Coast,Illawarra Shoalhaven,-34.541828,150.850426,1
3392,Warren Central School,2824,Kindergarten to Year 12,823.0,3.0,49.0,154.0,Warren,Far West and Orana,Western 2,Western NSW,-31.705114,147.836503,3
8125,Lithgow High School,2790,Year 7 to Year 12,922.0,6.0,18.0,135.0,Lithgow,Central West,Western 1,Nepean Blue Mountains,-33.485739,150.166271,1
8128,Mudgee High School,2850,Year 7 to Year 12,942.0,4.0,14.0,119.0,Mid-Western,Central West,North Western 1,Western NSW,-32.597793,149.583627,1
8194,Forbes High School,2871,Year 7 to Year 12,863.0,4.0,36.0,140.0,Forbes,Central West,Western 1,Western NSW,-33.364596,148.011352,1
8197,Wellington High School,2820,Year 7 to Year 12,780.0,3.0,63.0,165.0,Dubbo,Far West and Orana,Western 1,Western NSW,-32.546677,148.947815,3
8318,Kandos High School,2848,Year 7 to Year 12,917.0,7.0,12.0,144.0,Mid-Western,Central West,North Western 1,Western NSW,-32.855738,149.974588,1
8349,Gilgandra High School,2827,Year 7 to Year 12,859.0,6.0,37.0,143.0,Gilgandra,Far West and Orana,North Western 1,Western NSW,-31.703431,148.666529,1
8353,Nyngan High School,2825,Year 7 to Year 12,852.0,6.0,43.0,136.0,Bogan,Far West and Orana,Western 2,Western NSW,-31.561368,147.188882,3
8355,Bourke High School,2840,Year 7 to Year 12,686.0,31.878934624697337,84.0,190.0,Bourke,Far West and Orana,Western 2,Western NSW,-30.091467,145.948761,3
8356,Cobar High School,2835,Year 7 to Year 12,895.0,4.0,22.0,123.0,Cobar,Far West and Orana,Western 2,Western NSW,-31.501643,145.827881,1
8357,Blayney High School,2799,Year 7 to Year 12,953.0,4.0,12.0,121.0,Blayney,Central West,Western 1,Western NSW,-33.531048,149.251081,1
8462,Narromine High School,2821,Year 7 to Year 12,761.0,3.0,67.0,167.0,Narromine,Far West and Orana,Western 1,Western NSW,-32.229655,148.242585,3
8910,Cammeraygal High School,2065,Year 7 to Year 12,1125.0,46.0,15.594132029339853,15.0,North Sydney,Sydney - North Sydney and Hornsby,Metropolitan North,Northern Sydney,-33.832162,151.20304,0
4661,Finigan School of Distance Education,2620,Kindergarten to Year 12,1046.0,18.0,5.0,71.0,Queanbeyan-Palerang,Capital Region,Upper South Coast,Southern NSW,-35.354009,149.221512,0
8915,Armidale Secondary College,2350,Year 7 to Year 12,937.0,24.0,20.0,110.0,Armidale,New England and North West,North Western 2,Hunter New England,-30.519371,151.650348,1
3249,Tottenham Central School,2873,Kindergarten to Year 12,937.0,31.878934624697337,18.0,100.0,Lachlan,Central West,Western 1,Western NSW,-32.245635,147.3521,1
3259,Trundle Central School,2875,Kindergarten to Year 12,925.0,9.0,26.0,127.0,Parkes,Central West,Western 1,Western NSW,-32.925365,147.709198,1
